Model,DPO3014
Firmware Version,2.40

Waveform Type,ANALOG,,,
Point Format,Y,,,
Horizontal Units,s,,,
Horizontal Scale,0.004,,,
Horizontal Delay,0,,,
Sample Interval,4e-06,,,
Record Length,10000,,,
Gating,0.0% to 100.0%,,,
Probe Attenuation,500,,,
Vertical Units,V,,,
Vertical Offset,0,,,
Vertical Scale,250,,,
Vertical Position,1.42,,,
,,,,
,,,,
,,,,
Label,,,,
TIME,CH1,CH2,CH3,CH4
-1.9576e-02,97.5781,428.945,-508.867,2.72344
-1.9572e-02,97.2266,428.75,-508.75,2.72812
-1.9568e-02,95.5078,427.5,-505.625,2.74063
-1.9564e-02,95.8203,426.797,-508.164,2.73594
-1.9560e-02,96.875,428.32,-509.141,2.73281
-1.9556e-02,97.2656,428.75,-509.062,2.74063
-1.9552e-02,97.5391,428.438,-508.047,2.74844
-1.9548e-02,97.1484,426.016,-504.688,2.79375
-1.9544e-02,98.1641,424.453,-507.422,2.78906
-1.9540e-02,99.1797,425.352,-507.734,2.77656
-1.9536e-02,99.1797,425.664,-506.641,2.7875
-1.9532e-02,98.9844,425.352,-505.391,2.75625
-1.9528e-02,96.6406,422.852,-500.664,2.7875
-1.9524e-02,95.7031,420.391,-501.758,2.76406
-1.9520e-02,96.0547,421.719,-501.875,2.73594
-1.9516e-02,96.2109,421.289,-500.039,2.70312
-1.9512e-02,96.0547,420.078,-499.102,2.69219
-1.9508e-02,97.0312,418.867,-500.508,2.6625
-1.9504e-02,97.6562,418.555,-499.102,2.70312
-1.9500e-02,98.2422,418.75,-498.203,2.6875
-1.9496e-02,98.1641,417.383,-497.266,2.6875
-1.9492e-02,98.2422,417.031,-496.562,2.68281
-1.9488e-02,98.5938,416.133,-495.547,2.66719
-1.9484e-02,98.0469,414.727,-494.57,2.68594
-1.9480e-02,98.0469,414.609,-494.336,2.67031
-1.9476e-02,97.8906,414.492,-493.906,2.65938
-1.9472e-02,97.8906,414.023,-493.398,2.65781
-1.9468e-02,97.3828,413.594,-490.469,2.63906
-1.9464e-02,97.2266,411.562,-490.859,2.64688
-1.9460e-02,97.3438,409.727,-490.508,2.67813
-1.9456e-02,98.8672,409.609,-490.859,2.675
-1.9452e-02,100,408.398,-491.094,2.68281
-1.9448e-02,102.227,407.812,-494.727,2.68594
-1.9444e-02,103.828,408.203,-494.258,2.72656
-1.9440e-02,105.078,407.422,-494.57,2.73281
-1.9436e-02,106.172,407.383,-494.766,2.74063
-1.9432e-02,107.305,407.383,-495.156,2.73906
-1.9428e-02,108.438,407.07,-495.586,2.70312
-1.9424e-02,109.453,406.055,-496.758,2.69531
-1.9420e-02,109.844,405.977,-497.461,2.71094
-1.9416e-02,110.352,405.469,-498.398,2.76406
-1.9412e-02,111.484,405.898,-499.727,2.73906
-1.9408e-02,112.188,406.289,-500.43,2.75313
-1.9404e-02,113.281,406.914,-501.953,2.78438
-1.9400e-02,113.594,407.422,-502.539,2.80156
-1.9396e-02,113.984,407.617,-503.359,2.85781
-1.9392e-02,115.117,408.945,-504.805,2.85
-1.9388e-02,114.805,409.414,-503.047,2.8375
-1.9384e-02,115.352,408.438,-505.391,2.85469
-1.9380e-02,116.172,408.398,-506.953,2.85469
-1.9376e-02,117.695,407.93,-508.75,2.87031
-1.9372e-02,119.688,408.203,-509.961,2.88125
-1.9368e-02,121.25,407.891,-511.836,2.875
-1.9364e-02,123.125,408.242,-513.359,2.90625
-1.9360e-02,123.672,408.32,-514.336,2.91562
-1.9356e-02,124.492,408.906,-515.156,2.92656
-1.9352e-02,124.141,408.398,-515.234,2.97031
-1.9348e-02,123.477,408.242,-512.617,2.97188
-1.9344e-02,123.359,407.109,-515.391,2.93125
-1.9340e-02,123.984,408.945,-516.484,2.95469
-1.9336e-02,124.961,409.414,-516.602,2.95156
-1.9332e-02,125.664,409.453,-516.602,2.95625
-1.9328e-02,126.602,408.438,-518.945,2.95938
-1.9324e-02,128.359,409.922,-520.352,2.96406
-1.9320e-02,129.57,409.961,-520.469,2.99063
-1.9316e-02,130.078,409.922,-521.172,3.00781
-1.9312e-02,130.547,410.039,-521.367,3.04062
-1.9308e-02,130.234,409.102,-519.219,3.06094
-1.9304e-02,130.781,408.086,-520.469,3.0375
-1.9300e-02,132.812,407.227,-521.562,3.0375
-1.9296e-02,134.336,406.211,-522.852,3.05156
-1.9292e-02,136.133,405.977,-523.281,3.07812
-1.9288e-02,138.203,404.766,-525,3.09844
-1.9284e-02,139.531,404.57,-525.391,3.09688
-1.9280e-02,141.055,404.18,-525.703,3.08906
-1.9276e-02,141.25,403.359,-526.211,3.07812
-1.9272e-02,141.133,403.32,-525.547,3.10469
-1.9268e-02,140.391,402.539,-522.266,3.08906
-1.9264e-02,140.039,399.805,-524.18,3.09688
-1.9260e-02,141.445,401.328,-524.727,3.08438
-1.9256e-02,142.344,401.406,-524.531,3.07344
-1.9252e-02,142.539,399.883,-524.18,3.08906
-1.9248e-02,143.984,399.258,-526.836,3.09688
-1.9244e-02,145.195,400.117,-526.523,3.09688
-1.9240e-02,146.289,399.961,-526.016,3.10938
-1.9236e-02,146.719,399.453,-525.938,3.10469
-1.9232e-02,146.914,398.672,-525.508,3.12187
-1.9228e-02,146.328,397.773,-523.164,3.11719
-1.9224e-02,146.484,396.055,-523.203,3.11406
-1.9220e-02,147.812,394.609,-523.672,3.1375
-1.9216e-02,149.375,393.711,-524.297,3.12969
-1.9212e-02,150.977,392.188,-524.805,3.15312
-1.9208e-02,153.711,391.367,-528.672,3.17344
-1.9204e-02,155.781,391.992,-529.102,3.16562
-1.9200e-02,156.68,391.055,-528.984,3.19531
-1.9196e-02,158.398,390.547,-529.688,3.19375
-1.9192e-02,159.844,390.039,-530.312,3.19063
-1.9188e-02,160.742,389.531,-530.625,3.21875
-1.9184e-02,161.055,388.32,-528.867,3.21406
-1.9180e-02,162.031,386.484,-529.961,3.22812
-1.9176e-02,164.102,385.391,-531.328,3.23594
-1.9172e-02,166.406,384.844,-532.305,3.25469
-1.9168e-02,168.633,383.633,-533.75,3.27969
-1.9164e-02,170.391,382.305,-534.18,3.3375
-1.9160e-02,171.914,382.109,-534.766,3.30781
-1.9156e-02,172.5,381.289,-535.195,3.29688
-1.9152e-02,172.891,380.977,-535.156,3.29219
-1.9148e-02,172.031,380.156,-531.523,3.28125
-1.9144e-02,171.523,377.734,-533.164,3.31563
-1.9140e-02,172.93,378.672,-533.867,3.3125
-1.9136e-02,173.945,378.438,-533.75,3.31719
-1.9132e-02,174.414,377.656,-533.047,3.31719
-1.9128e-02,175.078,376.094,-532.812,3.28438
-1.9124e-02,175.078,375,-532.227,3.31719
-1.9120e-02,174.844,373.477,-530.82,3.32187
-1.9116e-02,174.766,373.906,-529.766,3.30937
-1.9112e-02,174.062,373.281,-527.852,3.29219
-1.9108e-02,171.719,372.07,-523.008,3.28125
-1.9104e-02,170.703,369.492,-523.906,3.26875
-1.9100e-02,170.352,369.648,-523.203,3.24844
-1.9096e-02,169.844,369.648,-521.68,3.22812
-1.9092e-02,168.984,368.828,-520.117,3.21562
-1.9088e-02,169.336,367.5,-520.43,3.19844
-1.9084e-02,169.844,367.461,-520.039,3.17344
-1.9080e-02,169.375,367.109,-518.281,3.21406
-1.9076e-02,168.125,365.547,-516.992,3.23438
-1.9072e-02,168.633,365.586,-515.977,3.22031
-1.9068e-02,167.227,364.922,-511.602,3.20625
-1.9064e-02,166.445,362.305,-510.82,3.19531
-1.9060e-02,166.289,360.664,-510.078,3.16719
-1.9056e-02,166.602,358.75,-509.375,3.18281
-1.9052e-02,167.852,358.125,-508.867,3.15938
-1.9048e-02,169.57,356.914,-511.484,3.13906
-1.9044e-02,170.664,357.148,-510.664,3.1625
-1.9040e-02,171.016,355.82,-509.961,3.15469
-1.9036e-02,171.367,354.766,-509.258,3.1625
-1.9032e-02,171.172,354.18,-508.672,3.17344
-1.9028e-02,171.289,354.375,-507.461,3.17813
-1.9024e-02,171.289,352.891,-505.391,3.15938
-1.9020e-02,171.719,350.938,-505.391,3.16562
