Model,DPO3014
Firmware Version,2.40

Waveform Type,ANALOG,,,
Point Format,Y,,,
Horizontal Units,s,,,
Horizontal Scale,0.01,,,
Horizontal Delay,0,,,
Sample Interval,1e-05,,,
Record Length,10000,,,
Gating,0.0% to 100.0%,,,
Probe Attenuation,500,,,
Vertical Units,V,,,
Vertical Offset,0,,,
Vertical Scale,250,,,
Vertical Position,1.38,,,
,,,,
,,,,
,,,,
Label,,,,
TIME,CH1,CH2,CH3,CH4
-4.9010e-02,-123.984,-216.445,336.641,-3.29844
-4.9000e-02,-124.57,-215.977,336.523,-3.28125
-4.8990e-02,-127.227,-211.992,335.43,-3.29844
-4.8980e-02,-130,-208.711,333.633,-3.3
-4.8970e-02,-131.914,-206.484,333.555,-3.31094
-4.8960e-02,-133.75,-205.664,334.062,-3.32656
-4.8950e-02,-135.078,-205,336.484,-3.34688
-4.8940e-02,-135.859,-205.82,336.016,-3.37656
-4.8930e-02,-136.172,-206.25,335.078,-3.37969
-4.8920e-02,-136.25,-206.523,336.875,-3.35625
-4.8910e-02,-139.023,-205.625,340.078,-3.40156
-4.8900e-02,-140.547,-205.508,340.742,-3.40313
-4.8890e-02,-138.906,-206.758,340.195,-3.3625
-4.8880e-02,-137.031,-207.578,340.586,-3.31875
-4.8870e-02,-137.031,-207.109,341.25,-3.3125
-4.8860e-02,-137.891,-206.328,338.477,-3.35938
-4.8850e-02,-137.148,-205.547,335.664,-3.32656
-4.8840e-02,-136.523,-205.039,335.508,-3.31719
-4.8830e-02,-138.867,-202.461,338.398,-3.32031
-4.8820e-02,-141.953,-202.148,338.203,-3.33594
-4.8810e-02,-143.008,-201.289,339.961,-3.34219
-4.8800e-02,-143.477,-201.641,340.195,-3.35625
-4.8790e-02,-143.828,-202.461,339.375,-3.39375
-4.8780e-02,-144.219,-202.93,340.781,-3.38594
-4.8770e-02,-146.914,-200.117,345.039,-3.39688
-4.8760e-02,-149.492,-199.219,343.203,-3.42656
-4.8750e-02,-150.703,-197.891,341.719,-3.46094
-4.8740e-02,-151.641,-196.484,342.617,-3.45469
-4.8730e-02,-152.852,-195.117,343.945,-3.45625
-4.8720e-02,-153.32,-194.961,343.32,-3.4625
-4.8710e-02,-152.812,-195.078,341.484,-3.45469
-4.8700e-02,-152.5,-195.273,341.719,-3.45
-4.8690e-02,-154.727,-192.344,344.531,-3.44844
-4.8680e-02,-156.914,-190.703,341.797,-3.47031
-4.8670e-02,-156.953,-188.125,339.57,-3.45156
-4.8660e-02,-157.07,-186.719,337.695,-3.43594
-4.8650e-02,-157.812,-185.508,337.891,-3.43125
-4.8640e-02,-158.164,-185.781,338.555,-3.46406
-4.8630e-02,-160.234,-183.477,341.445,-3.46875
-4.8620e-02,-162.383,-182.617,339.453,-3.48281
-4.8610e-02,-162.812,-180.742,338.164,-3.48594
-4.8600e-02,-163.281,-179.961,337.188,-3.47813
-4.8590e-02,-164.336,-178.242,338.477,-3.48906
-4.8580e-02,-164.258,-178.047,336.484,-3.47813
-4.8570e-02,-162.969,-177.07,334.922,-3.44688
-4.8560e-02,-162.031,-177.656,332.617,-3.43594
-4.8550e-02,-163.594,-174.609,334.961,-3.45156
-4.8540e-02,-165.195,-174.336,333.906,-3.46094
-4.8530e-02,-165.703,-174.961,333.75,-3.42344
-4.8520e-02,-166.523,-175.664,337.227,-3.42969
-4.8510e-02,-169.609,-174.414,341.719,-3.46406
-4.8500e-02,-172.656,-174.57,341.562,-3.5125
-4.8490e-02,-173.828,-173.75,341.992,-3.54063
-4.8480e-02,-175.195,-172.383,342.422,-3.60156
-4.8470e-02,-176.406,-170.938,341.406,-3.61406
-4.8460e-02,-176.641,-170.312,340.273,-3.60156
-4.8450e-02,-177.109,-168.789,341.562,-3.58438
-4.8440e-02,-177.422,-168.984,339.883,-3.57344
-4.8430e-02,-178.945,-165.43,339.102,-3.57344
-4.8420e-02,-180.625,-162.539,335.938,-3.55313
-4.8410e-02,-181.25,-159.961,335.586,-3.57344
-4.8400e-02,-182.07,-160,335.273,-3.59219
-4.8390e-02,-184.414,-158.203,337.461,-3.58438
-4.8380e-02,-185.508,-157.969,338.32,-3.56563
-4.8370e-02,-183.398,-159.57,337.5,-3.58594
-4.8360e-02,-181.914,-160.352,337.5,-3.59375
-4.8350e-02,-180.977,-160.625,337.812,-3.59375
-4.8340e-02,-180.547,-160.469,335.234,-3.6
-4.8330e-02,-179.18,-160.078,332.344,-3.58125
-4.8320e-02,-177.93,-160,331.875,-3.55938
-4.8310e-02,-179.609,-157.969,334.102,-3.55938
-4.8300e-02,-181.016,-158.242,333.711,-3.55313
-4.8290e-02,-181.25,-159.414,335.117,-3.57188
-4.8280e-02,-181.641,-160,336.328,-3.57656
-4.8270e-02,-184.102,-157.773,337.031,-3.59063
-4.8260e-02,-186.68,-155.898,336.602,-3.60625
-4.8250e-02,-188.555,-154.219,338.359,-3.63125
-4.8240e-02,-190,-154.141,337.734,-3.66094
-4.8230e-02,-192.578,-150.859,338.516,-3.65938
-4.8220e-02,-195.625,-147.812,338.086,-3.675
-4.8210e-02,-197.695,-144.922,339.336,-3.67656
-4.8200e-02,-198.984,-143.75,338.242,-3.68281
-4.8190e-02,-199.805,-142.266,336.523,-3.73594
-4.8180e-02,-200.312,-140.977,336.68,-3.72344
-4.8170e-02,-200.586,-140.391,337.578,-3.74375
-4.8160e-02,-200.781,-141.211,336.289,-3.72969
-4.8150e-02,-201.602,-138.008,336.328,-3.73125
-4.8140e-02,-203.008,-135.742,334.492,-3.73594
-4.8130e-02,-203.75,-134.531,334.336,-3.72969
-4.8120e-02,-204.102,-135.664,334.961,-3.74375
-4.8110e-02,-206.133,-133.867,338.867,-3.7625
-4.8100e-02,-207.656,-133.867,337.852,-3.77188
-4.8090e-02,-208.203,-133.477,336.68,-3.78906
-4.8080e-02,-209.141,-133.32,337.734,-3.79063
-4.8070e-02,-211.914,-130.43,341.758,-3.81563
-4.8060e-02,-214.141,-130.117,339.883,-3.84375
-4.8050e-02,-214.648,-128.281,338.555,-3.84688
-4.8040e-02,-215.781,-127.656,337.656,-3.83125
-4.8030e-02,-218.438,-124.648,340.352,-3.84375
-4.8020e-02,-220.078,-123.281,340.352,-3.81875
-4.8010e-02,-218.398,-124.102,338.906,-3.82031
-4.8000e-02,-216.289,-124.297,337.852,-3.82969
-4.7990e-02,-215.273,-123.828,337.188,-3.79063
-4.7980e-02,-213.906,-124.258,333.438,-3.75781
-4.7970e-02,-211.328,-123.242,330.547,-3.74844
-4.7960e-02,-209.688,-123.906,327.5,-3.72813
-4.7950e-02,-210.078,-121.758,328.672,-3.70625
-4.7940e-02,-211.602,-120.43,328.789,-3.70781
-4.7930e-02,-214.18,-117.461,330.352,-3.74844
-4.7920e-02,-216.328,-115.781,327.5,-3.7625
-4.7910e-02,-217.188,-113.008,325.859,-3.78438
-4.7900e-02,-218.086,-111.602,324.219,-3.775
-4.7890e-02,-221.328,-106.68,326.914,-3.775
-4.7880e-02,-224.688,-104.961,326.406,-3.76562
-4.7870e-02,-225.898,-104.18,328.086,-3.81563
-4.7860e-02,-226.875,-104.453,327.852,-3.85156
-4.7850e-02,-227.109,-104.219,327.617,-3.87344
-4.7840e-02,-227.109,-105,327.07,-3.86563
-4.7830e-02,-229.414,-102.305,330.742,-3.87188
-4.7820e-02,-230.82,-101.953,329.297,-3.88438
-4.7810e-02,-230.703,-100.781,327.305,-3.86094
-4.7800e-02,-231.055,-100.039,326.992,-3.85938
-4.7790e-02,-233.125,-96.7969,330.195,-3.86719
-4.7780e-02,-234.453,-96.3281,327.812,-3.87031
-4.7770e-02,-234.453,-94.4141,325.938,-3.85313
-4.7760e-02,-234.766,-93.3984,324.336,-3.84375
-4.7750e-02,-236.758,-90.1172,326.641,-3.87031
-4.7740e-02,-239.18,-89.4531,325.898,-3.85313
-4.7730e-02,-239.492,-89.1016,326.953,-3.87813
-4.7720e-02,-239.883,-90.8594,326.367,-3.90156
-4.7710e-02,-241.367,-88.9844,327.383,-3.90469
-4.7700e-02,-243.008,-87.5,327.148,-3.91563
-4.7690e-02,-243.867,-86.7969,328.477,-3.90938
-4.7680e-02,-244.453,-88.0859,328.125,-3.91563
-4.7670e-02,-245.859,-85.4297,328.633,-3.9125
-4.7660e-02,-247.109,-83.7109,327.93,-3.925
-4.7650e-02,-248.203,-82.4609,328.789,-3.925
-4.7640e-02,-248.125,-83.4766,327.656,-3.90781
-4.7630e-02,-249.766,-80.4688,328.125,-3.89844
-4.7620e-02,-250.977,-78.75,326.719,-3.91563
-4.7610e-02,-251.602,-77.0703,327.422,-3.93594
-4.7600e-02,-252.031,-77.8516,325.703,-3.95
-4.7590e-02,-253.164,-75,325.547,-3.94531
-4.7580e-02,-254.258,-72.7344,323.867,-3.92813
-4.7570e-02,-255.078,-71.7578,323.867,-3.93281
-4.7560e-02,-255.625,-73.1641,324.57,-3.94219
-4.7550e-02,-256.836,-72.3828,328.594,-3.93594
-4.7540e-02,-257.656,-73.6719,327.461,-3.93906
-4.7530e-02,-257.07,-73.7891,327.07,-3.95625
-4.7520e-02,-257.266,-74.4141,327.93,-3.98438
-4.7510e-02,-259.18,-73.4375,332.422,-3.99063
-4.7500e-02,-259.727,-74.5312,331.016,-4.00938
-4.7490e-02,-259.18,-74.9609,329.688,-4.03125
-4.7480e-02,-259.18,-75.1172,330.312,-4.00781
-4.7470e-02,-260.703,-73.5938,334.219,-4.05
-4.7460e-02,-261.328,-74.4922,332.578,-4.05
-4.7450e-02,-260.664,-74.3359,331.094,-4.03125
-4.7440e-02,-260.352,-74.4922,330.898,-4.02031
-4.7430e-02,-261.68,-72.7734,334.297,-4.025
-4.7420e-02,-262.188,-73.3984,332.344,-4.05625
-4.7410e-02,-261.172,-73.0469,330.508,-4.05938
-4.7400e-02,-260.859,-73.2422,328.477,-4.05625
-4.7390e-02,-261.875,-70.0781,331.406,-4.02813
-4.7380e-02,-262.188,-69.8438,328.516,-4.00781
-4.7370e-02,-260.82,-68.4375,326.016,-3.98438
-4.7360e-02,-260.469,-67.9688,323.32,-4.00156
-4.7350e-02,-261.445,-64.6875,325.195,-3.99375
-4.7340e-02,-262.07,-63.9453,321.289,-3.99375
-4.7330e-02,-260.469,-62.0703,318.203,-3.96875
-4.7320e-02,-259.57,-60.9375,315.625,-3.95312
-4.7310e-02,-260.508,-58.4766,316.016,-3.90625
-4.7300e-02,-262.461,-56.5234,316.211,-3.90625
-4.7290e-02,-265.078,-53.6719,317.773,-3.93281
-4.7280e-02,-267.227,-52.6172,315.391,-3.96719
-4.7270e-02,-267.891,-50.5469,313.828,-3.98125
-4.7260e-02,-269.18,-49.2578,311.758,-3.98281
-4.7250e-02,-271.953,-45.0781,315.117,-3.99531
-4.7240e-02,-273.828,-43.5547,312.812,-4.00313
-4.7230e-02,-274.492,-41.3672,310.195,-4
-4.7220e-02,-275.078,-39.375,308.516,-3.98281
-4.7210e-02,-277.734,-35.2734,311.25,-4.02344
-4.7200e-02,-279.531,-33.9062,308.281,-4.00313
-4.7190e-02,-279.414,-31.7578,305.742,-4.01719
-4.7180e-02,-279.766,-29.9609,303.906,-4
-4.7170e-02,-281.992,-26.7188,306.172,-3.99375
-4.7160e-02,-283.555,-26.6406,305.391,-4
-4.7150e-02,-283.281,-27.1875,306.445,-4.01406
-4.7140e-02,-282.93,-29.2578,306.484,-4.00469
-4.7130e-02,-283.438,-27.9297,308.164,-4.03906
-4.7120e-02,-284.375,-28.0078,306.484,-4.02031
-4.7110e-02,-284.219,-27.6953,308.047,-4.03438
-4.7100e-02,-283.516,-29.5312,307.266,-4.04375
-4.7090e-02,-283.789,-28.3984,307.969,-4.0375
-4.7080e-02,-284.531,-27.6953,306.914,-4.04531
-4.7070e-02,-284.062,-28.0078,308.008,-4.02344
-4.7060e-02,-282.891,-30.1562,306.914,-4
