Model,DPO3014
Firmware Version,2.40

Waveform Type,ANALOG,,,
Point Format,Y,,,
Horizontal Units,s,,,
Horizontal Scale,0.01,,,
Horizontal Delay,0,,,
Sample Interval,1e-05,,,
Record Length,10000,,,
Gating,0.0% to 100.0%,,,
Probe Attenuation,500,,,
Vertical Units,V,,,
Vertical Offset,0,,,
Vertical Scale,250,,,
Vertical Position,1.38,,,
,,,,
,,,,
,,,,
Label,,,,
TIME,CH1,CH2,CH3,CH4
-5.0000e-02,-37.1094,-415.898,455.312,-3.48906
-4.9990e-02,-38.3594,-413.398,453.086,-3.49063
-4.9980e-02,-39.6875,-411.094,453.203,-3.475
-4.9970e-02,-41.4844,-408.711,452.734,-3.48125
-4.9960e-02,-43.125,-406.914,452.5,-3.49063
-4.9950e-02,-44.1406,-406.211,452.852,-3.52969
-4.9940e-02,-45.2344,-406.055,453.672,-3.53125
-4.9930e-02,-46.2109,-406.836,455.43,-3.51094
-4.9920e-02,-46.8359,-407.734,458.203,-3.53281
-4.9910e-02,-48.125,-407.891,459.375,-3.55
-4.9900e-02,-48.2812,-408.281,458.867,-3.53906
-4.9890e-02,-47.9297,-408.594,458.477,-3.53125
-4.9880e-02,-48.125,-408.906,459.648,-3.51875
-4.9870e-02,-48.5547,-410.234,460.781,-3.55
-4.9860e-02,-51.2891,-408.984,463.125,-3.57969
-4.9850e-02,-54.5703,-406.719,464.766,-3.60156
-4.9840e-02,-55.9375,-405.625,464.258,-3.60156
-4.9830e-02,-55.4688,-403.867,462.93,-3.58125
-4.9820e-02,-53.5938,-404.258,460.156,-3.57656
-4.9810e-02,-51.7969,-405.859,459.805,-3.6125
-4.9800e-02,-52.7344,-405.156,460.898,-3.59844
-4.9790e-02,-55.7812,-402.383,462.383,-3.60625
-4.9780e-02,-58.3594,-401.562,462.07,-3.61406
-4.9770e-02,-60.5469,-401.211,463.906,-3.66094
-4.9760e-02,-62.3828,-401.523,466.836,-3.67031
-4.9750e-02,-64.5312,-400.43,468.516,-3.69688
-4.9740e-02,-65.625,-400.195,469.023,-3.71406
-4.9730e-02,-66.5625,-400.781,469.219,-3.70156
-4.9720e-02,-67.7344,-400.273,471.328,-3.70938
-4.9710e-02,-69.0625,-401.133,473.359,-3.725
-4.9700e-02,-72.8516,-400.078,476.367,-3.775
-4.9690e-02,-76.7969,-397.891,478.477,-3.8125
-4.9680e-02,-78.5938,-396.953,478.633,-3.85469
-4.9670e-02,-78.2422,-395.234,477.656,-3.8375
-4.9660e-02,-77.2266,-396.133,475.195,-3.80313
-4.9650e-02,-75.8594,-397.773,475.898,-3.77656
-4.9640e-02,-76.9141,-397.305,477.812,-3.80469
-4.9630e-02,-80.3906,-394.883,478.984,-3.83594
-4.9620e-02,-82.6953,-394.023,479.844,-3.83906
-4.9610e-02,-84.7266,-391.719,480.312,-3.8875
-4.9600e-02,-86.3672,-390.43,479.258,-3.89375
-4.9590e-02,-87.8125,-389.648,478.75,-3.89844
-4.9580e-02,-88.9062,-388.438,480,-3.87969
-4.9570e-02,-90.7812,-388.594,481.172,-3.89062
-4.9560e-02,-94.1797,-386.289,483.398,-3.92656
-4.9550e-02,-99.2578,-382.656,484.414,-3.95938
