Model,DPO3014
Firmware Version,2.40

Waveform Type,ANALOG,,,
Point Format,Y,,,
Horizontal Units,s,,,
Horizontal Scale,0.01,,,
Horizontal Delay,0,,,
Sample Interval,1e-05,,,
Record Length,10000,,,
Gating,0.0% to 100.0%,,,
Probe Attenuation,500,,,
Vertical Units,V,,,
Vertical Offset,0,,,
Vertical Scale,250,,,
Vertical Position,1.98,,,
,,,,
,,,,
,,,,
Label,,,,
TIME,CH1,CH2,CH3,CH4
-5.0000e-02,-29.9609,-284.297,308.672,-2.67344
-4.9990e-02,-30.3125,-283.125,308.008,-2.64531
-4.9980e-02,-30.7422,-283.711,307.93,-2.67656
-4.9970e-02,-32.1094,-282.656,310.391,-2.68281
-4.9960e-02,-33.5938,-282.5,310.039,-2.70625
-4.9950e-02,-34.0625,-281.523,309.141,-2.70781
-4.9940e-02,-33.6328,-281.992,308.477,-2.68281
-4.9930e-02,-34.1016,-281.055,310.859,-2.67656
-4.9920e-02,-35.5859,-280.547,310.742,-2.67813
-4.9910e-02,-35.4688,-280.586,309.375,-2.67031
-4.9900e-02,-34.7266,-281.055,309.18,-2.6625
-4.9890e-02,-38.2031,-278.203,311.719,-2.69375
-4.9880e-02,-41.8359,-276.016,312.383,-2.725
-4.9870e-02,-42.5,-275.312,311.602,-2.70781
-4.9860e-02,-42.2266,-273.633,312.109,-2.70469
-4.9850e-02,-43.9844,-272.812,310.703,-2.71719
-4.9840e-02,-45.5859,-271.055,311.016,-2.70312
-4.9830e-02,-44.8438,-271.25,310.039,-2.70469
-4.9820e-02,-43.3203,-270.703,309.648,-2.69219
-4.9810e-02,-43.9844,-270.391,308.633,-2.70469
-4.9800e-02,-46.0547,-268.633,309.062,-2.71406
-4.9790e-02,-47.6172,-268.125,309.922,-2.71875
-4.9780e-02,-48.9844,-267.695,311.094,-2.74688
-4.9770e-02,-49.9609,-267.656,311.094,-2.77188
-4.9760e-02,-50.2734,-267.461,310.898,-2.75938
-4.9750e-02,-51.0156,-266.758,313.672,-2.74844
-4.9740e-02,-52.8125,-266.836,313.945,-2.76562
-4.9730e-02,-53.1641,-266.211,313.047,-2.77969
-4.9720e-02,-53.0078,-266.289,311.797,-2.77188
-4.9710e-02,-53.0859,-266.25,312.773,-2.75938
-4.9700e-02,-53.4375,-266.914,315.273,-2.77344
-4.9690e-02,-56.9531,-266.602,318.281,-2.82031
-4.9680e-02,-60.2344,-266.055,320.391,-2.84844
-4.9670e-02,-61.0938,-267.07,321.016,-2.83281
-4.9660e-02,-60.5078,-267.305,323.164,-2.86406
-4.9650e-02,-61.9141,-266.953,324.922,-2.8875
-4.9640e-02,-65.1562,-264.922,324.57,-2.89688
-4.9630e-02,-66.3281,-263.594,323.633,-2.92344
-4.9620e-02,-67.5781,-262.578,323.047,-2.95312
-4.9610e-02,-69.2578,-260.625,324.766,-2.95781
-4.9600e-02,-71.3281,-259.141,324.766,-2.96719
-4.9590e-02,-72.1484,-257.422,323.555,-2.98594
-4.9580e-02,-72.8906,-256.367,321.992,-2.99844
-4.9570e-02,-73.7109,-254.375,323.32,-3.01406
-4.9560e-02,-74.8438,-253.359,321.953,-3.00781
