Model,DPO3014
Firmware Version,2.40

Waveform Type,ANALOG,,,
Point Format,Y,,,
Horizontal Units,s,,,
Horizontal Scale,0.004,,,
Horizontal Delay,0.1926,,,
Sample Interval,4e-06,,,
Record Length,10000,,,
Gating,0.0% to 100.0%,,,
Probe Attenuation,500,,,
Vertical Units,V,,,
Vertical Offset,0,,,
Vertical Scale,500,,,
Vertical Position,1.62,,,
,,,,
,,,,
,,,,
Label,,,,
TIME,CH1,CH2,CH3,CH4
1.73520e-01,-546.719,-16.9531,422.656,4.66875
1.73524e-01,-546.797,-15.1562,423.125,4.64844
1.73528e-01,-547.188,-15.7812,421.328,4.65156
1.73532e-01,-547.422,-12.1094,422.5,4.63437
1.73536e-01,-548.594,-11.7188,421.328,4.61406
1.73540e-01,-548.75,-11.4844,420.078,4.59844
1.73544e-01,-548.125,-10.0781,420.234,4.58281
1.73548e-01,-548.203,-9.53125,418.828,4.55781
1.73552e-01,-548.75,-8.51562,418.438,4.55312
1.73556e-01,-549.141,-7.42188,417.188,4.55781
1.73560e-01,-549.844,-6.01562,416.641,4.55781
1.73564e-01,-550,-3.98438,415.781,4.56719
1.73568e-01,-550.625,-3.20312,416.641,4.54688
1.73572e-01,-551.484,-1.79688,416.641,4.56562
1.73576e-01,-552.422,0.078125,417.031,4.5625
1.73580e-01,-554.062,0.625,416.25,4.575
1.73584e-01,-554.297,1.71875,416.875,4.58125
1.73588e-01,-552.891,4.375,417.578,4.58281
1.73592e-01,-553.516,2.26562,413.828,4.60781
1.73596e-01,-552.812,1.875,412.344,4.61094
1.73600e-01,-553.047,2.03125,410.938,4.60312
1.73604e-01,-551.406,2.89062,409.297,4.60312
1.73608e-01,-551.875,3.67188,409.531,4.61562
1.73612e-01,-552.5,3.04688,406.094,4.575
1.73616e-01,-551.875,4.375,407.422,4.58125
1.73620e-01,-553.281,6.40625,409.531,4.56562
1.73624e-01,-554.062,7.42188,408.438,4.575
1.73628e-01,-554.062,8.59375,410.156,4.54219
1.73632e-01,-553.828,9.375,408.672,4.53437
1.73636e-01,-554.219,8.98438,407.422,4.54062
1.73640e-01,-554.688,8.35938,407.656,4.53281
1.73644e-01,-553.672,8.82812,406.641,4.54531
1.73648e-01,-553.906,11.4062,407.422,4.54688
1.73652e-01,-555.547,11.25,406.641,4.52969
1.73656e-01,-555.547,11.1719,406.875,4.56562
1.73660e-01,-555.312,12.2656,407.031,4.59375
1.73664e-01,-554.922,13.0469,408.516,4.58594
1.73668e-01,-555.312,14.2188,408.281,4.57812
1.73672e-01,-556.562,14.2188,407.422,4.58281
1.73676e-01,-557.734,13.9062,406.016,4.55469
1.73680e-01,-558.75,14.6875,404.609,4.57031
1.73684e-01,-559.531,17.1094,405.703,4.57812
1.73688e-01,-561.328,18.5156,404.062,4.58594
1.73692e-01,-562.031,21.6406,404.609,4.59375
1.73696e-01,-563.594,22.9688,405.391,4.575
1.73700e-01,-566.25,23.4375,404.453,4.58594
1.73704e-01,-567.5,25.625,404.844,4.60781
1.73708e-01,-568.75,27.5,406.25,4.60312
1.73712e-01,-569.297,27.2656,404.375,4.59531
1.73716e-01,-570.078,27.4219,403.047,4.61406
1.73720e-01,-570.703,27.0312,401.641,4.63125
1.73724e-01,-570.156,26.875,403.359,4.62656
1.73728e-01,-569.453,26.6406,403.047,4.61406
1.73732e-01,-569.922,24.4531,401.406,4.61875
1.73736e-01,-569.453,24.6875,402.188,4.60156
1.73740e-01,-570.469,25.0781,401.328,4.62344
1.73744e-01,-569.922,25.8594,401.797,4.62812
1.73748e-01,-569.531,27.8906,402.656,4.60781
1.73752e-01,-569.922,27.5,401.328,4.62812
1.73756e-01,-569.766,30.4688,401.406,4.62656
1.73760e-01,-570.312,32.5,401.016,4.62656
1.73764e-01,-572.344,31.5625,400,4.63437
1.73768e-01,-571.172,35.2344,402.188,4.62344
1.73772e-01,-569.531,34.2188,398.906,4.62656
1.73776e-01,-568.125,34.6094,396.484,4.63437
1.73780e-01,-567.734,35.625,394.844,4.61562
1.73784e-01,-566.641,35.625,392.266,4.61875
1.73788e-01,-566.25,36.6406,391.172,4.58594
1.73792e-01,-567.031,36.875,390.234,4.5875
1.73796e-01,-566.875,38.4375,391.797,4.58125
1.73800e-01,-566.094,39.0625,392.656,4.55469
1.73804e-01,-565.625,37.5781,391.172,4.575
1.73808e-01,-566.094,37.8906,391.406,4.55
1.73812e-01,-565.078,39.4531,391.875,4.54531
1.73816e-01,-563.438,39.9219,391.875,4.53281
1.73820e-01,-563.672,39.6094,391.172,4.52187
1.73824e-01,-563.594,38.2812,390.234,4.54062
1.73828e-01,-562.422,40.2344,390.859,4.5375
1.73832e-01,-561.328,40.2344,389.609,4.51406
1.73836e-01,-560.625,40.7031,390.156,4.53281
1.73840e-01,-561.172,40.2344,387.188,4.54062
1.73844e-01,-561.328,41.0938,385.938,4.53281
1.73848e-01,-561.562,41.3281,384.297,4.5125
1.73852e-01,-562.031,43.75,384.688,4.50156
1.73856e-01,-562.656,44.9219,384.062,4.48125
1.73860e-01,-563.359,44.9219,383.047,4.47344
1.73864e-01,-563.672,45.1562,381.719,4.45625
1.73868e-01,-564.844,46.1719,381.016,4.46406
1.73872e-01,-566.25,47.3438,380.312,4.46562
1.73876e-01,-565.625,48.2031,381.016,4.45312
1.73880e-01,-565.625,49.8438,380.234,4.47969
1.73884e-01,-566.719,50.8594,380.859,4.48438
1.73888e-01,-567.734,51.7969,380.078,4.49687
1.73892e-01,-569.297,52.8906,380.234,4.49687
1.73896e-01,-570.156,52.6562,380.312,4.50625
1.73900e-01,-571.719,53.2812,379.688,4.52031
1.73904e-01,-573.359,54.1406,380,4.52656
1.73908e-01,-574.219,56.1719,382.266,4.48594
1.73912e-01,-575,55.5469,379.688,4.52969
1.73916e-01,-576.172,56.0938,380.234,4.53281
1.73920e-01,-576.797,58.125,380.625,4.54688
1.73924e-01,-577.891,59.2188,379.609,4.56094
1.73928e-01,-578.594,61.7969,378.828,4.52031
1.73932e-01,-579.922,62.4219,378.047,4.55
1.73936e-01,-581.25,63.8281,378.594,4.5375
1.73940e-01,-581.719,65.625,378.594,4.52031
1.73944e-01,-581.094,65.4688,377.656,4.55469
1.73948e-01,-579.844,67.1094,377.656,4.575
1.73952e-01,-579.062,65.7031,376.641,4.56562
1.73956e-01,-578.438,66.3281,378.047,4.575
1.73960e-01,-578.828,67.6562,377.188,4.58281
1.73964e-01,-580.312,67.6562,376.562,4.5875
1.73968e-01,-580.859,67.1094,376.406,4.58594
1.73972e-01,-582.109,68.9062,376.953,4.57031
1.73976e-01,-583.516,69.6875,377.031,4.57031
1.73980e-01,-585.547,69.7656,376.562,4.5625
1.73984e-01,-584.766,70.3906,377.031,4.58281
1.73988e-01,-583.281,72.1875,376.953,4.59844
1.73992e-01,-580.859,70.7031,375.781,4.59062
1.73996e-01,-580.859,71.1719,373.984,4.59375
1.74000e-01,-579.453,71.1719,371.953,4.57812
1.74004e-01,-578.906,71.1719,369.688,4.57031
1.74008e-01,-578.281,70.7031,368.281,4.57812
1.74012e-01,-579.062,71.1719,368.281,4.53437
1.74016e-01,-578.203,72.8125,368.281,4.53437
1.74020e-01,-577.422,73.9844,368.438,4.50937
1.74024e-01,-577.266,74.4531,369.141,4.5
1.74028e-01,-576.562,74.4531,368.516,4.49375
1.74032e-01,-576.641,72.9688,366.875,4.46875
1.74036e-01,-574.531,73.4375,366.25,4.45312
1.74040e-01,-573.984,73.3594,364.219,4.44844
1.74044e-01,-573.75,73.9844,363.359,4.43125
1.74048e-01,-572.734,74.4531,361.562,4.425
1.74052e-01,-573.516,75.4688,360.938,4.39844
1.74056e-01,-574.531,78.2031,361.953,4.375
1.74060e-01,-575.547,78.6719,360.391,4.39844
1.74064e-01,-575.234,79.2188,360.391,4.41562
1.74068e-01,-574.141,78.4375,359.922,4.39219
1.74072e-01,-573.984,78.9062,358.359,4.39062
1.74076e-01,-573.516,80.5469,360.156,4.3875
1.74080e-01,-573.359,79.9219,359.297,4.37031
1.74084e-01,-573.984,81.25,358.984,4.37031
1.74088e-01,-575.391,81.4844,358.516,4.37969
1.74092e-01,-576.25,82.5781,357.891,4.3875
1.74096e-01,-575.625,83.3594,356.094,4.37031
1.74100e-01,-576.641,83.5938,355.234,4.375
1.74104e-01,-577.656,86.3281,353.906,4.37187
1.74108e-01,-579.922,86.6406,351.797,4.375
1.74112e-01,-579.844,88.9844,353.828,4.35781
1.74116e-01,-580.469,91.0156,353.672,4.37812
1.74120e-01,-582.5,92.1094,353.438,4.34375
1.74124e-01,-583.906,93.2812,353.281,4.35469
1.74128e-01,-583.906,94.6875,352.812,4.3875
1.74132e-01,-583.672,98.8281,353.281,4.375
1.74136e-01,-585.547,99.2188,353.672,4.40781
1.74140e-01,-587.422,100.391,353.828,4.39531
1.74144e-01,-588.203,102.031,354.297,4.4125
1.74148e-01,-586.562,104.453,354.844,4.425
1.74152e-01,-587.344,103.281,351.797,4.41562
1.74156e-01,-588.359,102.812,350.781,4.39844
1.74160e-01,-588.75,103.203,350.234,4.40469
1.74164e-01,-586.719,104.453,350.625,4.4125
1.74168e-01,-586.797,103.906,349.219,4.44531
1.74172e-01,-588.203,104.062,349.219,4.44844
1.74176e-01,-587.969,106.953,351.562,4.45156
1.74180e-01,-588.438,107.344,353.047,4.44531
1.74184e-01,-588.984,106.25,352.266,4.44844
1.74188e-01,-588.75,107.5,353.203,4.45156
1.74192e-01,-588.359,106.641,351.562,4.45625
1.74196e-01,-588.828,105.859,351.172,4.47656
1.74200e-01,-589.062,106.328,351.172,4.44844
1.74204e-01,-590.234,107.734,349.531,4.45156
1.74208e-01,-590.469,107.891,347.734,4.43594
1.74212e-01,-590.781,108.125,346.562,4.44844
1.74216e-01,-593.281,110.156,346.953,4.43594
1.74220e-01,-593.516,112.344,347.188,4.43125
1.74224e-01,-594.062,112.969,347.109,4.42031
1.74228e-01,-593.438,115.469,347.812,4.44844
1.74232e-01,-592.891,113.047,344.453,4.45312
1.74236e-01,-590.859,113.828,343.281,4.46562
1.74240e-01,-589.219,114.609,342.656,4.45625
1.74244e-01,-589.766,115.234,340.859,4.44375
1.74248e-01,-588.594,115.781,339.688,4.45625
1.74252e-01,-588.828,115.078,339.219,4.41875
1.74256e-01,-588.594,116.484,340.078,4.42812
1.74260e-01,-588.984,117.891,342.656,4.41562
1.74264e-01,-588.984,117.422,341.875,4.42344
1.74268e-01,-587.422,116.016,342.422,4.41094
1.74272e-01,-585.938,114.844,340.625,4.3875
1.74276e-01,-584.766,114.609,339.375,4.39219
1.74280e-01,-583.75,114.844,338.203,4.36406
1.74284e-01,-582.734,116.484,336.641,4.34687
1.74288e-01,-582.969,116.016,334.609,4.34219
1.74292e-01,-583.125,117.812,333.906,4.34375
1.74296e-01,-584.375,117.5,333.359,4.35156
1.74300e-01,-583.906,119.297,333.516,4.33906
1.74304e-01,-584.141,120.547,333.359,4.32969
1.74308e-01,-583.906,120.859,332.891,4.32969
1.74312e-01,-584.141,119.453,331.25,4.31719
1.74316e-01,-584.375,119.453,328.672,4.28906
1.74320e-01,-584.141,120.469,327.656,4.27031
1.74324e-01,-584.375,121.719,327.266,4.28594
1.74328e-01,-586.562,122.109,324.844,4.28906
1.74332e-01,-586.797,125.391,324.453,4.29688
1.74336e-01,-587.422,128.594,324.453,4.28594
1.74340e-01,-588.828,128.984,324.375,4.28906
1.74344e-01,-589.375,130.469,324.141,4.26562
1.74348e-01,-589.453,130.859,324.609,4.26094
1.74352e-01,-591.641,130.859,322.734,4.26875
1.74356e-01,-592.656,131.641,322.344,4.28125
1.74360e-01,-593.125,132.656,322.734,4.25
